OCQLF,01 COMMUNIQUE LABORATORY INC,BBG000GGBTC7
NOCEF,NEWOCEAN ENERGY HLDGS LTD,BBG0069PLL83
NPGW,NEWPAGE HOLDINGS INC,BBG005PCTBC5
NR,NEWPARK RESOURCES INC,BBG000C2HWL9
NEWP,NEWPORT CORP,BBG000BPXLK6
NWXPF,NEWPORT EXPLORATION LTD,BBG000D7VS21
NWPG,NEWPORT GOLD INC,BBG000Q51JV2
NWPHF,NEWRON PHARMACEUTICALS SPA,BBG000SR49C2
NSPT,NEWRON SPORT,BBG000BTV295
NWCM,NEWS COMMUNICATIONS INC,BBG000C4RQ82
NWSA,NEWS CORP - CLASS A,BBG0035LY913
NWS,NEWS CORP - CLASS B,BBG0035M2ZB7
NWTLF,NEWSAT LTD,BBG004BX3PD3
NEWS,NEWSTAR FINANCIAL INC,BBG000P001C5
NWSKF,NEWSTRIKE CAPITAL INC,BBG000GT6FL5
NWKRF,NEWSTRIKE RESOURCES LTD,BBG001J4CPW4
NEWT,NEWTEK BUSINESS SERVICES INC,BBG000BH37H2
NTWN,NEWTOWN LANE MARKETING INC,BBG000PYX821
NXWI,NEXAIRA WIRELESS INC,BBG000LBQP89
NEXCF,NEXAM CHEMICAL HOLDING AB,BBG004Z00XY2
NXPRF,NEXANS SA,BBG000DGZH67
NXCR,NEXCORE HEALTHCARE CAPITAL C,BBG000H0FDH7
NXGEF,NEXGEN ENERGY LTD,BBG004WG63P0
XGEN,NEXGEN HOLDINGS CORP,BBG000HBPDZ2
NEGXF,NEXGENRX INC,BBG000VR3BB5
NXHD,NEXIA HOLDINGS INC,BBG000FG0C37
NXSI,NEXIS INTERNATIONAL INDUSTRI,BBG000DTC5R7
NXTYQ,NEXITY FINANCIAL CORP,BBG000QJVWD0
NEXJF,NEXJ SYSTEMS INC,BBG002CLRG55
NEXOF,NEXON CO LTD,BBG002B0RKT7
NXPC,NEXPLORE CORP,BBG000BYFCG2
NXPS,NEXPRISE INC,BBG000C36FW4
NXST,NEXSTAR BROADCASTING GROUP-A,BBG000DZJVH0
NXOI,NEXT 1 INTERACTIVE INC,BBG000RPZ2J1
NXFI,NEXT FUEL INC,BBG000VFKLY5
NXGA,NEXT GALAXY CORP,BBG000BCBZQ2
NXTTF,NEXT GEN METALS INC,BBG001QB8VY0
NGMC,NEXT GENERATION MANAGEMENT C,BBG000CS6105
GPNE,NEXT GRAPHITE INC,BBG003PGPRV9
NXGPF,NEXT PLC,BBG000C840P6
NXTN,NEXT10 INC,BBG000PX49Y8
NXSL,NEXTECH SOLUTIONS INC,BBG000CFQ3L4
NTXVF,NEXTEER AUTOMOTIVE GROUP LTD,BBG0070QY981
NXEL,NEXTELLIGENCE INC,BBG000BQRDH3
NEE,NEXTERA ENERGY INC,BBG000BJSBJ0
NXRA,NEXTERA ENTERPRISES INC-A,BBG000BMSWH9
NXMR,NEXTMART INC,BBG000D881H8
NXTFF,NEXTRACTION ENERGY CORP,BBG000MMK236
NXEYF,NEXUS ENERGY LTD,BBG000GQY5R6
NESI,NEXUS ENERGY SERVICES INC,BBG000BNR523
NXES,NEXUS ENTERPRISE SOLUTIONS I,BBG000G071T0
NXGIF,NEXUS GROUP INTERNATIONAL IN,BBG000JN2WH7
ERNI,NEXUS REWARDS INC,BBG000Q7DFH9
NFEC,NF ENERGY SAVING CORP,BBG000LJGFD9
NFSE,NFINANSE INC,BBG000BGB1T5
NGQRF,NGEX RESOURCES INC,BBG000K9HVF4
NGKIF,NGK INSULATORS LTD,BBG000DR3ZR5
NGKSF,NGK SPARK PLUG CO LTD,BBG000DR4HJ3
OHAI,NGP CAPITAL RESOURCES CO,BBG000Q3TBY1
NHHEF,NH HOTEL GROUP SA,BBG000BXQYR2
NHLE,NHALE INC,BBG0036Z0XK4
NHCMF,NHC COMMUNICATIONS INC,BBG000G1JCB0
NHKGF,NHK SPRING CO LTD,BBG000HPQ6F7
NHNEF,NHN ENTERTAINMENT CORP,BBG005TVZ1Q9
NIBA,NI BANCSHARES CORP,BBG000BJ6K22
NDRBF,NIBE INDUSTRIER AB-B SHS,BBG006Q8SQB0
NICAF,NIC AUTOTEC INC,BBG000R3G6W7
EGOV,NIC INC,BBG000BVL497
NICDF,NICE HOLDINGS CO LTD,BBG005DPF831
NCECF,NICE INFORMATION & TELECOM,BBG000DQ54M9
NCSYF,NICE SYSTEMS LTD,BBG000PGM671
NHKFF,NICHI-IKO PHARMACEUTICAL CO,BBG000DQS7W6
NCWAF,NICHIWA SANGYO CO LTD,BBG002Z6CL85
NICK,NICHOLAS FINANCIAL INC,BBG000BW06R3
NCDP,NICODROPS INC,BBG000PSRW91
NCBS,NICOLET BANKSHARES INC,BBG000QK0TG5
NICXF,NICOX SA,BBG000FDK5Y3
NDCCF,NIDEC COPAL CORP,BBG000C3MV79
NNDNF,NIDEC CORP,BBG000DTBPK1
NIDOF,NIDO PETROLEUM LTD,BBG000DS8433
NLSN,NIELSEN NV,BBG000R06BX2
NGHT,NIGHTCULTURE INC,BBG000G2KHV3
0941800D,NIGHTFOODHOLDINGS INC,BBG005TZFPS7
NHEGF,NIGHTHAWK ENERGY PLC,BBG001HSKC44
MIMZF,NIGHTHAWK GOLD CORP,BBG000VWXDZ1
NIGTF,NIGHTINGALE INFORMATIX CORP,BBG000RNDV33
NDECF,NIHON DECOLUXE CO LTD,BBG004KV3C28
NHNKF,NIHON KOHDEN CORP,BBG000DTZL51
NHMAF,NIHON M&A CENTER INC,BBG000QV27G7
NIHDQ,NII HOLDINGS INC,BBG000JN9BQ6
NKE,NIKE INC -CL B,BBG000C5HS04
NKRSF,NIKO RESOURCES LTD,BBG000D52803
NINOF,NIKON CORP,BBG000CVWPG9
NKOSF,NIKOS EXPLORATIONS LTD,BBG000K5ZR61
NKRN,NIKRON TECHNOLOGIES INC,BBG000CP6904
NILA,NILAM RESOURCES INC,BBG000Q2DYR8
NMBL,NIMBLE STORAGE INC,BBG001KWZCR0
NDGPF,NINE DRAGONS PAPER HOLDINGS,BBG000NYRQV8
NNMTF,NINE ENTERTAINMENT CO HOLDIN,BBG00781KNL7
NTDOF,NINTENDO CO LTD,BBG000D4PV55
NIOCF,NIOCAN INC,BBG001J04ZJ4
NIOBF,NIOCORP DEVELOPMENTS LTD,BBG000JXM902
NOXGF,NIOGOLD MINING CORP,BBG000BZ8R01
NPNZF,NIPPON ANTENNA CO LTD,BBG000LQJCQ3
RCCMF,NIPPON DRAGON RESOURCES INC,BBG000H6HMQ2
NPEGF,NIPPON ELECTRIC GLASS CO LTD,BBG000DR0MY9
NPEXF,NIPPON EXPRESS CO LTD,BBG000DZ0827
NPCPF,NIPPON PAINT HOLDINGS CO LTD,BBG000DLBXY6
NPPSF,NIPPON SHARYO LTD,BBG000DVSB47
NPSGF,NIPPON SHEET GLASS CO LTD,BBG000DR0709
NPNKF,NIPPON SHINYAKU CO LTD,BBG000DQNKC4
NISTF,NIPPON STEEL & SUMITOMO META,BBG000BSF4W5
NISUF,NIPPON SUISAN KAISHA LTD,BBG000C160R7
NPPXF,NIPPON TELEGRAPH & TELEPHONE,BBG000C4M1S0
NPTVF,NIPPON TELEVISION HOLDINGS,BBG000DZHKK2
NYUKF,NIPPON YUSEN,BBG000C16DQ0
NISOF,NIPRO CORP,BBG000DX18K1
NSHMF,NISHIMATSU CONSTRUCTION CO,BBG000DN7KM8
NI,NISOURCE INC,BBG000BPZBB6
NNCHF,NISSAN CHEMICAL INDUSTRIES,BBG000DQ3QF0
NSANF,NISSAN MOTOR CO LTD,BBG000C2QDH6
NSOMF,NISSHIN OILLIO GROUP LTD/THE,BBG000DPJ179
NFPDF,NISSIN FOODS HOLDINGS CO LTD,BBG000DPPQY7
NICH,NITCHES INC,BBG000DJ1WB9
NITMF,NITINAT MINERALS CORP,BBG003NJPZB9
NCLTF,NITORI HOLDINGS CO LTD,BBG000C46HZ5
NTRO,NITRO PETROLEUM INC,BBG000BXH3D5
NDEKF,NITTO DENKO CORP,BBG000CTZM78
NIUS,NIUSULE BIO-PHARMACEUTICAL,BBG000K5SCM4
NRKBF,NKT HOLDING A/S,BBG000BW7CX6
NKWEF,NKWE PLATINUM LTD,BBG000SBPVX2
NL,NL INDUSTRIES,BBG000BQ0543
1055452D,NL ONE CORP,BBG0072K2763
NMCX,NMC INC,BBG000D0V982
NMIG,NMI GROUP INC,BBG000C0PLZ3
NANM,NMI HEALTH INC,BBG000BMTF03
NMIHZ,NMI HOLDINGS 144A,BBG002Y9Z214
0881455D,NMI HOLDINGS INC,BBG005D7JFJ4
NMIH,NMI HOLDINGS INC-CLASS A,BBG005DLMMZ6
NNGPF,NN GROUP NV,BBG00719NT13
NNBR,NN INC,BBG000BHCJX8
NNRI,NNRF INC,BBG000DMZMB7
NBDR,NO BORDERS INC,BBG000BKHRG7
NBHGF,NOBEL BIOCARE HOLDING AG-REG,BBG000NK6JB9
NOBH,NOBILITY HOMES INC,BBG000BQ2104
NE,NOBLE CORP PLC,BBG000DTMH63
NBL,NOBLE ENERGY INC,BBG000BPT0C6
NOBGF,NOBLE GROUP LTD,BBG000D0KRN7
TXDSF,NOBLE IRON INC,BBG002H241H7
NBMLF,NOBLE METAL GROUP,BBG000DC4VF9
NLPXF,NOBLE MINERAL EXPLORATION IN,BBG000BXS8Z8
NMNRF,NOBLE MINERAL RESOURCES LTD,BBG001RWZ0Q0
NROM,NOBLE ROMANS INC,BBG000BQ5021
NCRA,NOCERA INC,BBG000GL90P8
NNUP,NOCOPI TECHNOLOGIES INC,BBG000DYQVL0
NFTI,NOFIRE TECHNOLOGIES INC,BBG000FPZ9Z1
NGLE,NOGAL ENERGY INC,BBG000DNX1K3
1074669D,NOGALES RESOURCES CORP,BBG0077SZ649
DRNK,NOHO INC,BBG002BJBVJ0
NOKAF,NOKA RESOURCES INC,BBG005CW86Y5
NOKBF,NOKIA OYJ,BBG000C02J56
NKRKF,NOKIAN RENKAAT OYJ,BBG000P5L9H9
NLTBF,NOLATO AB-B SHS,BBG000BXPJ41
NOMHF,NOMAD HOLDINGS LTD,BBG0071GM7Y0
NDENF,NOMAD VENTURES INC,BBG003347CM3
NRSCF,NOMURA HOLDINGS INC,BBG000D1J2R8
NMEHF,NOMURA REAL ESTATE HOLDINGS,BBG000QRFYK8
NURAF,NOMURA RESEARCH INSTITUTE LT,BBG000LCWDQ7
NIMU,NON-INVASIVE MONITORING SYS,BBG000BVS720
NSHDF,NONG SHIM HOLDINGS CO,BBG004X81185
NDLS,NOODLES & CO,BBG001CN6Q81
NRVTF,NORAM VENTURES INC,BBG004D92C99
NOR,NORANDA ALUMINUM HOLDING COR,BBG000K7SLD0
NBRXF,NORBORD INC,BBG000CXBKD2
NCFT,NORCRAFT COS INC,BBG005D27ZS4
NORD,NORD ANGLIA EDUCATION INC,BBG0044GGF19
NRDS,NORD RESOURCES CORP,BBG000F79W52
NRDGF,NORDA ASA,BBG000NV01V8
NRDEF,NORDEA BANK AB,BBG000FS75F6
NRDXF,NORDEX SE,BBG000BYKD10
NAO,NORDIC AMERICAN OFFSHORE LTD,BBG005ZVK8T0
NAT,NORDIC AMERICAN TANKERS LTD,BBG000JK57G6
NDOIF,NORDIC OIL & GAS LTD,BBG000H9ZH05
NDCVF,NORDIC SEMICONDUCTOR ASA,BBG000PYHN35
NDSN,NORDSON CORP,BBG000BPWGR1
JWN,NORDSTROM INC,BBG000G8N9C6
NSC,NORFOLK SOUTHERN CORP,BBG000BQ5DS5
NKOKF,NORITSU KOKI CO LTD,BBG000PK86G8
NRTZF,NORITZ CORP,BBG000KCPXM6
NOEJF,NORMA GROUP SE,BBG003TRMFD0
NOSOF,NORONT RESOURCES LTD,BBG000D1Y8B5
NSATF,NORSAT INTERNATIONAL INC,BBG000CCPBL4
NSEEF,NORSE ENERGY CORP ASA,BBG000DSMJ16
NOGFF,NORSEMAN GOLD PLC,BBG000VXQXS1
NHYKF,NORSK HYDRO ASA,BBG000JC5HJ9
NKSJF,NORSKE SKOGINDUSTRIER ASA,BBG000BV2X94
NORX,NORSTRA ENERGY INC,BBG002YG66K0
NMNZF,NORTEC MINERALS CORP,BBG000DJHY82
NSYS,NORTECH SYSTEMS INC,BBG000BFV339
NTK,NORTEK INC,BBG000TJL217
NRTLQ,NORTEL NETWORKS CORP,BBG000BQ6S47
PAL,NORTH AMER PALLADIUM LTD,BBG000CHXVL0
NATUF,NORTH AMER TUNGSTEN CORP LTD,BBG000C1K625
NADA,NORTH AMERICAN DATACOM INC,BBG000L4WFP1
NOA,NORTH AMERICAN ENERGY PARTNE,BBG000R07DL0
NAEY,NORTH AMERICAN ENERGY RESOUR,BBG000RCQLW3
NAMX,NORTH AMERICAN EXPLORATION,BBG000JDPZ14
NMGL,NORTH AMERICAN GOLD & MINERA,BBG000TD7XX3
NAMI,NORTH AMERICAN INDUSTRIES IN,BBG000CF7ZH9
WSCRF,NORTH AMERICAN NICKEL INC,BBG000H525R6
NAMG,NORTH AMERICAN OIL & GAS COR,BBG001V46M27
RNGTF,NORTH AMERICAN POTASH DEVELO,BBG000RHKK96
NHAWF,NORTH ARROW MINERALS INC,BBG000RGCFL4
NSTFF,NORTH ASIA STRATEGIC HOLDING,BBG0069J6ZP4
NADL,NORTH ATLANTIC DRILLING LTD,BBG005Y0HM30
NATDF,NORTH ATLANTIC DRILLING-REGS,BBG001M8HR25
NBRI,NORTH BAY RESOURCES INC,BBG000KTVR72
NCLI,NORTH COAST LIFE INSURANCE,BBG000BD1LD6
NCGDF,NORTH COUNTRY GOLD CORP,BBG001BPQNC7
NHSP,NORTH COUNTRY HOSPITALITY IN,BBG000G4LS26
NODB,NORTH DALLAS BANK & TRUST CO,BBG000BHT631
NORFF,NORTH GROUP FINANCE LTD,BBG000DFQLS6
RANGF,NORTH SEA ENERGY INC,BBG000CQ3BJ0
NSRS,NORTH SPRINGS RESOURCES CORP,BBG001KBVH08
NSBC,NORTH STATE BANCORP,BBG000NXBT41
NORSA,NORTH STATE TELECOMM CORP-A,BBG000BQS6P8
NORSB,NORTH STATE TELECOMM CORP-B,BBG000BQRV56
0059732D,NORTH TEXAS ENERGY INC,BBG0029P32R3
NOVB,NORTH VALLEY BANCORP,BBG000BHW0Z5
NWTUF,NORTH WEST CO INC/THE,BBG000CL2TW8
NWOL,NORTH WEST OIL GROUP INC,BBG000GHVG13
NMPNF,NORTHAM PLATINUM LTD,BBG000CS03L4
NAMBF,NORTHAMBER PLC,BBG002Z6CJ26
NNYR,NORTHAMERICAN ENERGY GROUP C,BBG000BRDMP7
DIXFF,NORTHAVEN RESOURCES CORP,BBG000BV4BK7
NCFFF,NORTHCLIFF RESOURCES LTD,BBG0036K84F9
BIGRF,NORTHCORE RESOURCES INC,BBG000RN2NR7
NTLNF,NORTHCORE TECHNOLOGIES INC,BBG000D9P6L1
NRHCF,NORTHCOTE ENERGY LTD,BBG006VZNDF4
NBN,NORTHEAST BANCORP,BBG000F98MN1
NECB,NORTHEAST COMMUNITY BANCORP,BBG000BKCG12
NHVP,NORTHEAST DEVELOPMENT CORP I,BBG000PNWDW2
GSMI,NORTHEAST DIGITAL NETWORKS,BBG000BTK7C2
NIDB,NORTHEAST INDIANA BANCORP,BBG000FB1VT7
NU,NORTHEAST UTILITIES,BBG000BQ87N0
NOMNF,NORTHERN ABITIBI MINING CORP,BBG000PCJTB9
NRLB,NORTHERN CALIFORNIA BANCORP,BBG000BRNY61
NCNB,NORTHERN CALIFORNIA NATL BK,BBG000PQ6GQ4
NAK,NORTHERN DYNASTY MINERALS,BBG000BWM9L9
NOEE,NORTHERN EMPIRE ENERGY CORP,BBG000TF9B55
NFRGF,NORTHERN FREEGOLD RESOURCES,BBG000Q66KY9
NTGMF,NORTHERN GOLD MINING INC,BBG000BNP9Y2
NGPHF,NORTHERN GRAPHITE CORP,BBG001QL84J5
NGOWL,NORTHERN GROWERS LLC - A,BBG00665FDL0
NGOOL,NORTHERN GROWERS LLC - CL C,BBG00322FX25
NGOOB,NORTHERN GROWERS LLC-CL B,BBG00322FMM7
NHRIF,NORTHERN IRON CORP/CA,BBG0025F8H73
NLGCF,NORTHERN LION GOLD CORP,BBG000JYMR19
NMGNF,NORTHERN MANGANESE LTD,BBG0019XB397
NMEX,NORTHERN MINERALS & EXPLORAT,BBG000VF63C5
NOURF,NORTHERN MINERALS LTD,BBG000QS7M21
NFSHF,NORTHERN OFFSHORE LTD,BBG000GJCSP8
NOG,NORTHERN OIL AND GAS INC,BBG000DRTDR6
NNPTF,NORTHERN PETROLEUM PLC,BBG000NY70W6
NPTH,NORTHERN POTASH CO,BBG000QQNKV9
NRTHF,NORTHERN POWER SYSTEMS CORP,BBG006NHKRR2
NSHRF,NORTHERN SHIELD RESOURCES IN,BBG000R3F3N5
NSBK,NORTHERN STAR FINANCIAL INC,BBG000BBHP35
NSMSF,NORTHERN STAR MINING CORP,BBG000HZQD51
NESRF,NORTHERN STAR RESOURCES LTD,BBG005YKMQL1
NSFC,NORTHERN STATES FINL CORP,BBG000CBRTN3
LBEFF,NORTHERN SUN MINING CORP,BBG000H1GQN8
NSUPF,NORTHERN SUPERIOR RESOURCES,BBG000C3X725
NTIC,NORTHERN TECHNOLOGIES INTL,BBG000D380M5
NTRS,NORTHERN TRUST CORP,BBG000BQ74K1
NHVCF,NORTHERN VERTEX MINING CORP,BBG0021W96B8
0589898D,NORTHERN WIND ENERGY CORP,BBG0039DCYD3
NFBK,NORTHFIELD BANCORP INC,BBG000TW5Y34
NFPC,NORTHFIELD PRECISION INSTR,BBG000CCLLN4
NGTEF,NORTHGATE PLC,BBG0021LB0T3
NTCPF,NORTHISLE COPPER & GOLD INC,BBG00276D116
NPIFF,NORTHLAND POWER INC,BBG000BJYZB8
NRSRF,NORTHLAND RESOURCES SE,BBG000BL1BJ4
NPNTQ,NORTHPOINT COMMUNICATIONS,BBG000DBV924
NNWS,NORTHPORT NETWORK SYSTEMS,BBG000PSS9C7
NOTQF,NORTHQUEST LTD,BBG000R0HV48
NPVIF,NORTHRICH PACIFIC VENTURES,BBG000F6L5X8
NRIM,NORTHRIM BANCORP INC,BBG000C5QMH9
NOC,NORTHROP GRUMMAN CORP,BBG000BQ2C28
NCAP,NORTHSIGHT CAPITAL INC,BBG000BFB0J0
NASGF,NORTHSTAR AEROSPACE INC,BBG000K90XH6
NSAM,NORTHSTAR ASSET MANAGEMENT,BBG005PCN2G7
NEIK,NORTHSTAR ELECTRONICS INC,BBG000DD60H1
MDIN,NORTHSTAR GLOBAL BUSINESS SE,BBG000C265F7
NRTSF,NORTHSTAR HEALTHCARE INC,BBG000RW6YG1
NUBC,NORTHUMBERLAND BANCORP,BBG000BTNMF3
NWYF,NORTHWAY FINANCIAL INC,BBG000BM1YX6
NBCT,NORTHWEST BANCORPORATION/WA,BBG000BZMCT7
NWBI,NORTHWEST BANCSHARES INC,BBG000BG8NP5
NWBO,NORTHWEST BIOTHERAPEUTICS,BBG000BKSDY6
NTWB,NORTHWEST BK & TR DAVENPORT,BBG000BS62H6
NWIN,NORTHWEST INDIANA BANCORP,BBG000BRR418
NWN,NORTHWEST NATURAL GAS CO,BBG000C55Z83
NWPX,NORTHWEST PIPE CO,BBG000FLVLF9
NWBM,NORTHWESTERN BANCORP INC,BBG000PY3H97
NWE,NORTHWESTERN CORP,BBG000Q1NMJ4
NGLDF,NORTON GOLD FIELDS LTD,BBG000VZ6359
XTERF,NORVISTA CAPITAL CORP,BBG000DDY311
NWARF,NORWEGIAN AIR SHUTTLE AS,BBG000GXLD25
NCLH,NORWEGIAN CRUISE LINE HOLDIN,BBG000BSRN78
NRWEF,NORWEGIAN ENERGY CO ASA,BBG000GCR9D2
NRWGF,NORWEGIAN PROPERTY ASA,BBG000GZQ6Y5
NWFL,NORWOOD FINANCIAL CORP,BBG000BN1P63
ZONNF,NOS SGPS,BBG002GDDKN5
0480073D,NOSTALGIA FAMILY BRANDS INC,BBG0032FRYL0
NNET,NOSTALGIA NETWORK INC/THE,BBG000BQ15L3
NTGCF,NOSTRA TERRA OIL & GAS CO,BBG002QP1ZL9
NTFY,NOTIFY TECHNOLOGY CORP,BBG000BZ1HZ2
NHLI,NOUVEAU HOLDINGS INC,BBG000FZXVD6
NOUV,NOUVEAU LIFE PHARMACEUTICALS,BBG000C18SJ3
NMGRF,NOUVEAU MONDE MINING ENTERPR,BBG006MM09V9
SAAX,NOUVEAU VENTURES INC,BBG001QMG1Q2
NELCF,NOVA ELECTRIC IMMOBILIZATION,BBG00387B079
NVFY,NOVA LIFESTYLE INC,BBG000QL42S5
NVMI,NOVA MEASURING INSTRUMENTS,BBG000BSY1Y8
NBY,NOVABAY PHARMACEUTICALS INC,BBG000PVPJT3
NVOB,NOVACAB INTERNATIONAL INC,BBG000HH0MR5
NCQ,NOVACOPPER INC,BBG002WKWTX0
NVDQ,NOVADAQ TECHNOLOGIES INC,BBG000Q7RYS1
NVDL,NOVADEL PHARMA INC,BBG000BW9X13
NDXFF,NOVADX VENTURES CORP,BBG000L5CLR5
NVGT,NOVAGANT CORP,BBG000K035N6
NOVZ,NOVAGEN INGENIUM INC,BBG000K4R204
NG,NOVAGOLD RESOURCES INC,BBG000D25424
NVSEF,NOVARTIS AG-REG,BBG000KSBX82
NVTL,NOVATEL WIRELESS INC,BBG000BD05R7
NOVC,NOVATION COMPANIES INC,BBG000BW9658
NOHO,NOVATION HOLDINGS INC,BBG000RW61N5
NVAX,NOVAVAX INC,BBG000NVSBL7
NKOFF,NOVEKO INTERNATIONAL INC,BBG000NC38S6
NVNT,NOVINT TECHNOLOGIES INC,BBG000DKLFY6
NONOF,NOVO NORDISK A/S-B,BBG000K11Z96
NSRPF,NOVO RESOURCES CORP,BBG002PL62B8
NVGNF,NOVOGEN LTD,BBG000P96G91
NVZMF,NOVOZYMES A/S-B SHARES,BBG000D83T73
NVTP,NOVT CORP,BBG000G553J8
NDEV,NOVUS ACQUISITION & DEVELOPM,BBG000BJJM06
NRBT,NOVUS ROBOTICS INC,BBG000L2F521
PORMF,NOVX21 INC,BBG000P455X0
NWPN,NOW CORP/THE,BBG000CX3N36
DNOW,NOW INC,BBG005BLN209
NAUG,NOWAUTO GROUP INC,BBG000Q8X872
NWAU,NOWAUTO INC,BBG000Q1J686
NDMT,NOWNEWS DIGITAL MEDIA TECHNO,BBG001VT4503
NOXL,NOXEL CORP,BBG000H3XJJ6
NPER,NP ENERGY CORP,BBG000HXT1T3
NPSP,NPS PHARMACEUTICALS INC,BBG000BM99Z1
NPYTF,NPT LTD,BBG000PS7W84
NQEXF,NQ EXPLORATION INC,BBG000G6T131
NRG,NRG ENERGY INC,BBG000D8RG11
NYLD,NRG YIELD INC-CLASS A,BBG004P33PN3
NRJGF,NRJ GROUP,BBG000D4LWJ2
NRPI,NRP STONE INC,BBG000BLFNQ5
NSEO,NS8 CORP,BBG000DY0YV1
NSGDF,NSGOLD CORP,BBG001HYTNF6
NSJU,NSJ-US CO LTD,BBG002G9B9R7
NPSKF,NSK LTD,BBG000DSX5L2
NSLHF,NSL CONSOLIDATED LTD,BBG000D0M7W9
NOST,NSU RESOURCES INC,BBG000BX3MZ4
NTEGF,NTEGRATOR INTERNATIONAL LTD,BBG003QH4C06
NTLS,NTELOS HOLDINGS CORP,BBG000JMH671
NYWKF,NTG CLARITY NETWORKS INC,BBG000D6VL19
NTN,NTN BUZZTIME INC,BBG000CX5677
NTTDF,NTT DATA CORP,BBG000PRFQK6
NTDMF,NTT DOCOMO INC,BBG000C8XP15
NTUBF,NTT URBAN DEVELOPMENT CORP,BBG000H0JDN6
NUEC,NU EARTH CORP,BBG000DPMV42
NUS,NU SKIN ENTERPRISES INC - A,BBG000HG21Y3
NSHJ,NU STAR HOLDINGS INC,BBG000DL9PS3
NUMD,NU-MED PLUS INC,BBG004XNXGY5
NUAN,NUANCE COMMUNICATIONS INC,BBG000BD3LM4
NCKLF,NUCOAL RESOURCES LTD,BBG0014J5X30
NUE,NUCOR CORP,BBG000BQ8KV2
NDDG,NUDG MEDIA INC,BBG001Y5WK80
NUFMF,NUFARM LTD,BBG000BXY729
NFTGF,NUFLARE TECHNOLOGY INC,BBG006MJCPW6
0613639D,NUGOLD RESOURCES INC,BBG003G32NR7
NWIFF,NUINSCO RESOURCES LTD,BBG000C43DP8
NUKO,NUKO INFORMATION SYSTEMS INC,BBG000BNC725
NULGF,NULEGACY GOLD CORP,BBG002BDXGV8
NMRX,NUMEREX CORP -CL A,BBG000BHFW84
NUMCF,NUMERICABLE GROUP,BBG005SW3CJ7
NUNAF,NUNAMINERALS A/S,BBG000W2JL57
NNVKF,NUNAVIK NICKEL MINES LTD,BBG00215FJ04
NLAB,NUONCOLOGY LABS INC,BBG000BR96T3
NQST,NUQUEST INC,BBG000RT5670
NRNMF,NURMINEN LOGISTICS OYJ-A,BBG006Z3SZ49
NSEH,NUSTATE ENERGY HOLDINGS INC,BBG000BTLHP5
NTCI,NUTECH INC,BBG000C1P354
NPHC,NUTRA PHARMA CORP,BBG000CM9FP7
NUTR,NUTRACEUTICAL INTL CORP,BBG000BNK1T0
NTFU,NUTRAFUELS INC,BBG005C54W17
NNRX,NUTRANOMICS INC,BBG003HC5PV3
NUIN,NUTRASTAR INTERNATIONAL INC,BBG000JM1ND4
NUTCF,NUTRECO NV,BBG000CV2CR9
NRPR,NUTRI PHARMACEUTICALS RESEAR,BBG000LWJH43
NNCP,NUTRIONE CORP,BBG000FY1MJ8
NBVG,NUTRIPURE BEVERAGES INC,BBG000C1HXY5
NTRI,NUTRISYSTEM INC,BBG000CRTLP1
NMSCA,NUTRITION MGMT SVCS CO-CL A,BBG000CDDHK3
NUTT,NUTROGANICS INC,BBG000C28LZ8
NUVA,NUVASIVE INC,BBG000LNL298
NUVL,NUVEL HOLDINGS INC,BBG001RWZ8R2
NES,NUVERRA ENVIRONMENTAL SOLUTI,BBG000QPY800
NVLX,NUVILEX INC,BBG000BBVY94
NUVM,NUVIM INC,BBG000BTNJV2
NUVSF,NUVISTA ENERGY LTD,BBG000PVHSL0
NRIFF,NUVO RESEARCH INC,BBG000GSTJ16
NVNX,NUVONYX INC,BBG001M8GRW3
NUZE,NUZEE INC,BBG0021VB7D3
NVGLF,NV GOLD CORP,BBG0069LMKS1
NVEE,NV5 HOLDINGS INC,BBG005BT60Y8
NVCP,NVCN CORP,BBG000C13HH4
NVEC,NVE CORP,BBG000N22GR2
NVDA,NVIDIA CORP,BBG000BBJQV0
NVUE,NVIEW CORPORATION,BBG000C8PZD9
NVR,NVR INC,BBG000BQBYR3
NWTT,NW TECH CAPITAL INC,BBG000BG4GS1
HS,NW18 HSN HOLDINGS PLC,BBG0068TJ0W8
NWNYF,NWEST ENERGY CORP,BBG000CFQ2C6
NWMMF,NWM MINING CORP,BBG000NDF437
NWSZF,NWS HOLDINGS LTD,BBG000DJG951
NWURF,NWT URANIUM CORP,BBG000BDX751
NEGS,NX GLOBAL INC,BBG000PLLYS7
NXCPD,NX URANIUM INC,BBG000DK1D91
NXIFF,NXA INC,BBG000JMXL34
NXNW,NXGEN NETWORKS INC,BBG000BJZBZ4
NXPI,NXP SEMICONDUCTORS NV,BBG000BND699
NXTM,NXSTAGE MEDICAL INC,BBG000HSPTH0
NSFDF,NXT ENERGY SOLUTIONS INC,BBG000M4Z8C7
NXTH,NXT NUTRITIONALS HOLDINGS IN,BBG000V9FY13
NXTD,NXT-ID INC,BBG0043BXM26
PLKD,NYBD HOLDING INC,BBG000VG5L89
NYOM,NYC ON THE MOVE INC,BBG000NRMN27
NYCA,NYCAMEDIA INC,BBG00262QZL5
NYLE,NYLE INTERNATIONAL CORP,BBG000BQV736
NYMH,NYMET HOLDINGS INC,BBG000C709S0
NYMX,NYMOX PHARMACEUTICAL CORP,BBG000FYGR29
